"Provider Number","Facility Name",City,State,"Zip Code","Certification Date","Medicare Census","Medicaid Census","Other Census","Total Residents","Program Participation Code","Hospital Based","Ownership Type","Multi-Facility Organization","Multi-Facility Organization Name","Number of AIDS Beds","Number of Alzheimer's Disease Beds","Number of Dialysis Beds","Number of Disabled Children/Young Adult Beds","Number of Head Trauma Beds","Number of Hospice Beds","Number of Huntington's Disease Beds","Number of Ventilator Beds","Number of Other Specialized Rehab Beds","Organized Residents' Group","Organized Family Member Group","Facility Conducts Experimental Research","Continuing Care Retirement Community (CCRC)","7 Day RN Waiver Date","7 Day RN Hrs Waived Per Week","24 Hr Licensed Nursing Waiver Date","24 Hr Licensed Nursing Hrs Waived Per Week","Nurse Aide Training and Competency Evaluation Program"
435132,"AURORA BRULE NURSING HOME INC","WHITE LAKE",SD,57383,2024-03-06,1,15,17,33,"SNF/NF - Medicare/Medicaid",No,"For Profit - Corporation",No,"",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,Yes
435133,"Weskota Manor Inc","WESSINGTON SPRINGS",SD,57382,2024-08-14,1,16,15,32,"SNF/NF Dual Certification",No,"Non-Profit - Nonprofit Corporation",No,"",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,Yes
435134,"GOOD SAMARITAN SOCIETY - ST MARTIN VILLAGE","RAPID CITY",SD,57702,2025-03-27,6,16,31,53,"SNF/NF Dual Certification",No,"Non-Profit - Nonprofit Corporation",Yes,"Good Samaritian Society",0,0,0,0,0,0,0,0,0,No,No,No,No,"",0,"",0,Yes
43A038,"SCOTCHMAN LIVING CENTER",PHILIP,SD,57567,2024-12-19,0,14,20,34,"Nursing Facility (NF) - Medicaid Participation",Yes,"Non-Profit - Nonprofit Corporation",No,"",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,Yes
43A067,"SD HUMAN SERVICES CENTER - GERIATRIC PROGRAM",YANKTON,SD,57078,2024-02-29,0,7,37,44,"Nursing Facility (NF) - Medicaid Participation",Yes,"Government - State",No,"",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,Yes
43A072,"Platte Care Center",PLATTE,SD,57369,2024-11-20,0,22,14,36,"Nursing Facility (NF) - Medicaid Participation",Yes,"Non-Profit - Nonprofit Corporation",No,"",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,Yes
43A073,"SANFORD CHAMBERLAIN CARE CENTER",CHAMBERLAIN,SD,57325,2024-07-11,0,33,10,43,"Nursing Facility (NF) - Medicaid Participation",No,"Non-Profit - Nonprofit Corporation",Yes,"Sanford Health",0,0,0,0,0,0,0,0,0,Yes,Yes,No,No,"",0,"",0,Yes
43A089,"White River Health Care Center","WHITE RIVER",SD,57579,2025-03-27,0,30,0,30,"NF (Medicaid) Only",No,"Non-Profit - Nonprofit Corporation",No,"",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,Yes
43A098,"SANFORD CARE CENTER VERMILLION",VERMILLION,SD,57069,2024-07-01,0,27,35,62,"Nursing Facility (NF) - Medicaid Participation",No,"Non-Profit - Nonprofit Corporation",Yes,"Sanford Health and GSS",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,Yes
43A103,"Kadoka Nursing Home",KADOKA,SD,57543,2025-04-16,0,19,12,31,"NF (Medicaid) Only",No,"Non-Profit - Nonprofit Corporation",No,"",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,Yes
43A113,"AVERA OAHE MANOR",GETTYSBURG,SD,57442,2024-01-25,0,16,18,34,"Nursing Facility (NF) - Medicaid Participation",No,"Non-Profit - Nonprofit Corporation",Yes,"Avera Health",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,Yes
43A135,"EASTERN STAR HOME OF SOUTH DAKOTA, INC",REDFIELD,SD,57469,2024-07-18,0,7,24,31,"Nursing Facility (NF) - Medicaid Participation",No,"Non-Profit - Nonprofit Corporation",No,"",0,0,0,0,0,0,0,0,0,Yes,Yes,No,No,"",0,"",0,Yes
43A136,"Michael J Fitzmaurice South Dakota Veterans Home","HOT SPRINGS",SD,57747,2025-05-01,0,24,33,57,"NF (Medicaid) Only",No,"Government - State",No,"",0,0,0,0,0,0,0,0,0,Yes,Yes,No,No,"",0,"",0,Yes
43A137,"AVERA BORMANN MANOR",PARKSTON,SD,57366,2024-07-11,0,20,28,48,"Nursing Facility (NF) - Medicaid Participation",No,"Non-Profit - Nonprofit Corporation",Yes,"Avera Health",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
43A138,"Medicine Wheel Village","EAGLE BUTTE",SD,57625,2024-10-03,0,28,0,28,"Nursing Facility (NF) - Medicaid Participation",No,"Non-Profit - Other Nonprofit",No,"",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,Yes
43A139,"FLANDREAU SANTEE SIOUX TRIBE CARE CENTER",FLANDREAU,SD,57028,2024-04-04,0,23,0,23,"Nursing Facility (NF) - Medicaid Participation",No,"Non-Profit - Other Nonprofit",No,"",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,Yes
43A140,"CUSTER CARE AND REHAB CENTER",CUSTER,SD,57730,2024-02-28,0,19,12,31,"Nursing Facility (NF) - Medicaid Participation",No,"Non-Profit - Nonprofit Corporation",No,"",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,Yes
445002,"NHC HEALTHCARE, OAKWOOD",LEWISBURG,TN,37091,2025-02-14,6,42,7,55,"SNF/NF Dual Certification",No,"For Profit - Corporation",Yes,"National Healthcare Corporation",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,Yes
445004,"NHC HEALTHCARE, DICKSON",DICKSON,TN,37055,2022-01-21,16,105,53,174,"SNF/NF Dual Certification",No,"For Profit - Corporation",Yes,"National Healthcare Corporation",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,Yes
445008,"SISKIN SUBACUTE WEST",CHATTANOOGA,TN,37403,2023-10-29,36,3,0,39,"SNF/NF Dual Certification",Yes,"Non-Profit - Nonprofit Corporation",No,"",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
445013,"NHC HEALTHCARE, CHATTANOOGA",CHATTANOOGA,TN,37404,2024-10-16,6,144,26,176,"SNF/NF Dual Certification",No,"For Profit - Corporation",Yes,"National Healthcare Corporation",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,Yes
445017,"ASBURY PLACE AT MARYVILLE",MARYVILLE,TN,37804,2022-09-14,8,58,18,84,"SNF/NF Dual Certification",No,"Non-Profit - Nonprofit Corporation",Yes,"Asbury Communities, Inc",0,0,0,0,0,0,0,0,0,Yes,No,No,Yes,"",0,"",0,No
445024,"NHC HEALTHCARE, JOHNSON CITY","JOHNSON CITY",TN,37601,2022-05-11,21,85,49,155,"SNF/NF - Medicare/Medicaid",No,"For Profit - LLC",Yes,"National Healthcare Corporation",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,Yes
445030,"NHC-MAURY REGIONAL TRANSITIONAL CARE CENTER",COLUMBIA,TN,38401,2023-09-15,34,0,57,91,"SNF (Medicare) Only",No,"For Profit - Corporation",Yes,"NATIONAL HEALTHCARE CORPORATION",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,Yes
445069,"NHC HEALTHCARE, MILAN",MILAN,TN,38358,2021-06-30,1,64,27,92,"SNF/NF - Medicare/Medicaid",No,"For Profit - LLC",Yes,"NHC Healthcare",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,Yes
445071,"CLAIBORNE HEALTH AND REHABILITATION CENTER",TAZEWELL,TN,37879,2023-08-09,11,31,19,61,"SNF/NF - Medicare/Medicaid",Yes,"Non-Profit - Nonprofit Corporation",No,"",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,Yes
445076,"NHC HEALTHCARE, MCMINNVILLE",MCMINNVILLE,TN,37110,2023-12-13,24,69,18,111,"SNF/NF Dual Certification",No,"For Profit - LLC",Yes,"National Healthcare Corporation",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,Yes
445077,"CHRISTIAN CARE CENTER OF UNICOI COUNTY",ERWIN,TN,37650,2023-08-30,2,30,14,46,"SNF/NF Dual Certification",No,"For Profit - Individual",No,"",0,0,0,0,0,0,0,0,0,Yes,Yes,No,No,"",0,"",0,No
445088,"NHC HEALTHCARE, SPRINGFIELD",SPRINGFIELD,TN,37172,2024-09-05,10,53,31,94,"SNF/NF - Medicare/Medicaid",No,"For Profit - LLC",Yes,"National Healthcare Corportation",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,Yes
445094,"NHC HEALTHCARE, LEWISBURG",LEWISBURG,TN,37091,2020-02-01,19,51,17,87,"SNF/NF Dual Certification",No,"For Profit - LLC",Yes,"National Healthcare",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,Yes
445098,"NHC HEALTHCARE, KNOXVILLE",KNOXVILLE,TN,37917,2023-03-15,7,82,13,102,"SNF/NF Dual Certification",No,"For Profit - LLC",Yes,"National Healthcare Corporation",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,Yes
445099,"NHC HEALTHCARE, ATHENS",ATHENS,TN,37303,2023-08-24,6,45,19,70,"SNF/NF Dual Certification",No,"For Profit - LLC",Yes,"National HealthCare Corporation",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,Yes
445101,"NHC HEALTHCARE, PULASKI",PULASKI,TN,38478,2022-10-19,14,46,26,86,"SNF/NF Dual Certification",No,"For Profit - Corporation",Yes,"National Healthcare Corporation",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,Yes
445105,"LEGACY PARK HEALTH AND REHABILITATION",KNOXVILLE,TN,37909,2024-05-31,20,81,20,121,"SNF/NF - Medicare/Medicaid",No,"For Profit - LLC",Yes,"Rocky Top Healthcare LLC",0,0,0,0,0,0,0,0,0,Yes,No,No,Yes,"",0,"",0,No
445107,"NHC HEALTHCARE, FT SANDERS",KNOXVILLE,TN,37916,2024-02-02,10,96,18,124,"SNF/NF Dual Certification",No,"For Profit - LLC",Yes,"National HealthCare, Corp",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,Yes
445108,"NHC HEALTHCARE, MURFREESBORO",MURFREESBORO,TN,37130,2020-02-20,15,102,39,156,"SNF/NF Dual Certification",No,"For Profit - Corporation",Yes,"National Health Corporation",0,0,0,0,0,0,0,0,0,Yes,Yes,No,No,"",0,"",0,Yes
445109,"NHC HEALTHCARE, COLUMBIA",COLUMBIA,TN,38401,2021-11-03,8,64,23,95,"SNF/NF Dual Certification",No,"For Profit - Corporation",Yes,"National healthcare Corporation",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,Yes
445110,"NHC HEALTHCARE, COOKEVILLE",COOKEVILLE,TN,38501,2025-02-12,18,52,24,94,"SNF/NF Dual Certification",No,"For Profit - Corporation",Yes,"NHC Healthcare",0,0,0,0,0,0,0,0,0,Yes,No,No,Yes,"",0,"",0,Yes
445111,"THE HEALTH CENTER AT STANDIFER PLACE",CHATTANOOGA,TN,37421,2022-06-09,71,265,41,377,"SNF/NF - Medicare/Medicaid",No,"For Profit - LLC",No,"",0,0,0,0,0,0,0,60,0,Yes,No,No,No,"",0,"",0,Yes
445112,"TREVECCA CENTER FOR REHABILITATION AND HEALING LLC",NASHVILLE,TN,37210,2023-06-21,31,30,161,222,"SNF/NF Dual Certification",No,"For Profit - LLC",Yes,"Carerite Centers LLC",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
445114,"LYONSVIEW HEALTH AND REHABILITATION CENTER",KNOXVILLE,TN,37919,2023-04-13,13,82,50,145,"SNF/NF Dual Certification",No,"For Profit - LLC",Yes,"Trousdale Living Communities",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,Yes
445115,"TENNOVA LAFOLLETTE HEALTH AND REHAB CENTER",LAFOLLETTE,TN,37766,2025-01-23,14,45,2,61,"SNF/NF Distinct Part",Yes,"For Profit - Corporation",Yes,Tennova,0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
445116,"NHC HEALTHCARE, SMITHVILLE",SMITHVILLE,TN,37166,2025-02-27,7,66,9,82,"SNF/NF Dual Certification",No,"For Profit - Corporation",Yes,"National Healthcare Corporation",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,Yes
445117,"NHC HEALTHCARE, SCOTT",LAWRENCEBURG,TN,38464,2022-03-16,28,12,16,56,"SNF/NF Distinct Part",No,"For Profit - Individual",Yes,"National Healathcare Corporation",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,Yes
445119,"NHC HEALTHCARE, SOMERVILLE",SOMERVILLE,TN,38068,2021-12-09,9,53,7,69,"SNF/NF Dual Certification",No,"For Profit - Corporation",Yes,"National Healthcare Corporation",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,Yes
445123,"ASCENSION LIVING ALEXIAN VILLAGE TENNESSEE","SIGNAL MOUNTAIN",TN,37377,2024-09-25,13,31,42,86,"SNF/NF - Medicare/Medicaid",No,"Non-Profit - Nonprofit Corporation",Yes,"Accension Healthcare",0,0,0,0,0,0,0,0,0,Yes,No,No,Yes,"",0,"",0,No
445124,"THE WATERS OF GALLATIN, LLC",GALLATIN,TN,37066,2019-12-18,6,62,26,94,"SNF/NF Dual Certification",No,"For Profit - LLC",Yes,"Infinity Healthcare Mangement",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
445126,"NHC HEALTHCARE, SEQUATCHIE",DUNLAP,TN,37327,2023-02-08,6,43,41,90,"SNF/NF Dual Certification",No,"For Profit - Corporation",Yes,"National Healthcare Corporation",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,Yes
445127,"NHC HEALTHCARE, FRANKLIN",FRANKLIN,TN,37064,2022-09-29,74,0,0,74,"SNF/NF Dual Certification",No,"For Profit - LLC",Yes,"National Healthcare Corporation",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,Yes
445128,"NHC HEALTHCARE, OAK RIDGE","OAK RIDGE",TN,37831,2023-11-29,13,33,50,96,"SNF/NF Dual Certification",No,"For Profit - Corporation",Yes,"National Healthcare Corp",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,Yes
445130,"NHC HEALTHCARE, SPARTA",SPARTA,TN,38583,2024-02-29,15,53,21,89,"SNF/NF Dual Certification",No,"For Profit - LLC",Yes,"National Healthcare Corp.",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,Yes
445131,"BEVERLY PARK PLACE HEALTH AND REHAB",KNOXVILLE,TN,37918,2022-10-26,11,103,48,162,"SNF/NF Dual Certification",No,"Non-Profit - Other Nonprofit",Yes,"Hillcrest Health Care",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
445132,"SEVIERVILLE HEALTH AND REHABILITATION CENTER",SEVIERVILLE,TN,37862,2023-11-08,23,45,12,80,"SNF/NF Dual Certification",No,"Non-Profit - Nonprofit Corporation",Yes,"Ocoee Foundation, Inc.",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,Yes
445133,"ALLEN MORGAN HEALTH AND REHABILITATION CENTER",MEMPHIS,TN,38111,2021-07-14,15,0,2,17,"SNF (Medicare) Only",No,"Non-Profit - Nonprofit Corporation",No,"",0,0,0,0,0,0,0,0,0,Yes,Yes,No,Yes,"",0,"",0,No
445135,"THE WATERS OF CLINTON, LLC",CLINTON,TN,37716,2022-04-26,6,49,35,90,"SNF/NF - Medicare/Medicaid",No,"For Profit - LLC",Yes,"Infinity Healthcare",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
445136,"SIGNATURE HEALTHCARE OF PUTNAM COUNTY",COOKEVILLE,TN,38506,2023-05-18,17,81,29,127,"SNF/NF Dual Certification",No,"For Profit - LLC",Yes,"Signature Healthcare",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
445138,"THE WATERS OF UNION CITY , LLC","UNION CITY",TN,38261,2025-01-30,8,39,13,60,"SNF/NF Dual Certification",No,"For Profit - Individual",No,"",0,0,0,0,0,0,0,0,0,Yes,Yes,No,No,"",0,"",0,Yes
445139,"MIDTOWN CENTER FOR HEALTH AND REHABILITATION",MEMPHIS,TN,38104,2025-03-20,8,105,49,162,"SNF/NF - Medicare/Medicaid",No,"For Profit - LLC",No,"",0,0,0,0,0,0,0,0,0,Yes,Yes,No,No,"",0,"",0,No
445140,"SIGNATURE HEALTHCARE OF PRIMACY",MEMPHIS,TN,38119,2021-12-01,13,38,27,78,"SNF/NF Dual Certification",No,"For Profit - LLC",Yes,"signature healthcare llc",0,0,0,0,0,0,0,0,0,Yes,Yes,No,No,"",0,"",0,No
445141,"BRADLEY HEALTH CARE & REHAB",CLEVELAND,TN,37312,2022-11-02,16,76,17,109,"SNF/NF Dual Certification",No,"For Profit - Corporation",No,"",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
445143,"SIGNATURE HEALTHCARE OF ROCKWOOD REHAB & WELLNESS",ROCKWOOD,TN,37854,2023-05-17,6,75,10,91,"SNF/NF Dual Certification",No,"For Profit - LLC",Yes,"Signature Healthcare LLC",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,Yes
445145,"THE WATERS OF WINCHESTER, LLC",WINCHESTER,TN,37398,2023-07-12,1,68,10,79,"SNF/NF Dual Certification",No,"For Profit - LLC",Yes,"Infinity Healthcare",0,24,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
445146,"FRANKLIN WELLNESS AND REHABILITATION CENTER",FRANKLIN,TN,37064,2020-01-09,8,45,4,57,"SNF/NF - Medicare/Medicaid",No,"For Profit - LLC",Yes,"Ahava Healthcare",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
445150,"MAJESTIC GARDENS AT MEMPHIS REHAB & SNC",MEMPHIS,TN,38104,2024-05-08,12,114,21,147,"SNF/NF - Medicare/Medicaid",No,"For Profit - Corporation",No,"",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
445154,"QUALITY CENTER FOR REHABILITATION AND HEALING LLC",LEBANON,TN,37087,2023-08-10,17,187,65,269,"SNF/NF Dual Certification",No,"For Profit - LLC",No,"",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,Yes
445155,"DOVER CARE CENTER",DOVER,TN,37058,2022-09-28,3,33,11,47,"SNF/NF - Medicare/Medicaid",No,"For Profit - Corporation",Yes,"Exceptional Living Centers",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
445156,"BUCHANAN PLACE","NEW TAZEWELL",TN,37825,2022-06-29,9,61,20,90,"SNF/NF Dual Certification",No,"For Profit - Corporation",Yes,Diversicare,0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,Yes
445157,"MULBERRY HEALTH & REHABILITATION",FRANKLIN,TN,37064,2023-06-15,12,61,18,91,"SNF/NF Dual Certification",No,"For Profit - LLC",No,"",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
445159,"BETHANY CENTER FOR REHABILITATION AND HEALING LLC",NASHVILLE,TN,37211,2025-04-11,31,87,48,166,"SNF/NF Distinct Part",No,"For Profit - LLC",No,"",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
445160,"SMYRNA CARE CENTER",SMYRNA,TN,37167,2020-02-26,9,63,18,90,"SNF/NF Dual Certification",No,"For Profit - Corporation",Yes,Diversicare,0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
445162,"AGAPE REHABILITATION & NURSING CENTER, A WATERS CM","JOHNSON CITY",TN,37604,2024-02-22,2,58,5,65,"SNF/NF Dual Certification",No,"For Profit - Individual",Yes,"Infinity Healthcare Consulting",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
445165,"HIGHLANDS HEALTH AND REHABILITATION CENTER",MEMPHIS,TN,38111,2022-08-11,11,119,16,146,"SNF/NF Dual Certification",No,"For Profit - Corporation",Yes,"Champion Care",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
445166,"THE HEALTH CENTER AT RICHLAND PLACE",MURFREESBORO,TN,37133,2021-06-23,40,0,63,103,"SNF (Medicare) Only",No,"Non-Profit - Other Nonprofit",No,"",0,0,0,0,0,0,0,0,0,Yes,No,No,Yes,"",0,"",0,No
445167,"LIFE CARE CENTER OF CROSSVILLE",CROSSVILLE,TN,38555,2024-12-04,9,43,26,78,"SNF/NF Dual Certification",No,"For Profit - Corporation",Yes,"Life Care Centers of America",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,Yes
445170,"Antioch TN Opco, LLC",ANTIOCH,TN,37013,2023-08-02,1,58,12,71,"SNF/NF Dual Certification",No,"For Profit - Corporation",No,"",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
445171,"THE WATERS OF SHELBYVILLE, LLC",SHELBYVILLE,TN,37160,2019-11-06,8,49,12,69,"SNF/NF Dual Certification",No,"For Profit - Corporation",No,"",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
445172,"SMITH COUNTY HEALTH AND REHABILITATION",CARTHAGE,TN,37030,2019-09-26,8,48,28,84,"SNF/NF - Medicare/Medicaid",No,"For Profit - LLC",Yes,"Clearview Health Care Management",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
445173,"DONALSON CARE CENTER",FAYETTEVILLE,TN,37334,2025-03-12,14,54,15,83,"SNF/NF Dual Certification",No,"Non-Profit - Nonprofit Corporation",Yes,"HH Health System Lincoln, Inc",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
445174,"ORCHARD VIEW POST-ACUTE AND REHABILITATION CENTER",KINGSPORT,TN,37660,2025-01-08,3,53,11,67,"SNF/NF Dual Certification",No,"For Profit - LLC",Yes,"Plainview Healthcare Partners",0,1,0,0,3,9,0,0,0,Yes,No,No,No,"",0,"",0,No
445180,"NHC HEALTHCARE, LAWRENCEBURG",LAWRENCEBURG,TN,38464,2025-04-30,11,46,28,85,"SNF/NF Dual Certification",No,"For Profit - Corporation",Yes,"National Health Corporation",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,Yes
445183,"GALLATIN  CENTER FOR REHABILITATION AND HEALING",GALLATIN,TN,37066,2025-04-24,25,146,22,193,"SNF/NF Dual Certification",No,"For Profit - LLC",No,"",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
445187,"WEST TENNESSEE POST ACUTE",JACKSON,TN,38301,2025-05-07,30,0,26,56,"SNF (Medicare) Only",No,"For Profit - LLC",Yes,"Links Healthcare Group",0,0,0,0,0,0,0,0,0,No,No,No,No,"",0,"",0,No
445189,"KIRBY PINES MANOR",MEMPHIS,TN,38115,2025-06-03,7,0,27,34,"SNF (Medicare) Only",No,"Non-Profit - Nonprofit Corporation",No,"",0,0,0,0,0,0,0,0,0,Yes,No,No,Yes,"",0,"",0,No
445191,"NHC HEALTHCARE, HENDERSONVILLE",HENDERSONVILLE,TN,37075,2022-06-08,9,68,17,94,"SNF/NF Dual Certification",No,"For Profit - Corporation",Yes,"National Healthcare Corporation",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,Yes
445197,"QUINCE NURSING AND REHABILITATION CENTER, LLC",MEMPHIS,TN,38119,2021-10-22,22,57,68,147,"SNF/NF Dual Certification",No,"For Profit - LLC",No,"",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
445203,"WEST MEADE PLACE",NASHVILLE,TN,37205,2022-09-06,7,50,28,85,"SNF/NF Dual Certification",No,"For Profit - Partnership",No,"",0,0,0,0,0,0,0,60,0,Yes,No,No,No,"",0,"",0,No
445205,"CHATTANOOGA HEALTH AND REHAB CENTER",CHATTANOOGA,TN,37421,2024-05-22,7,46,20,73,"SNF/NF - Medicare/Medicaid",No,"For Profit - LLC",Yes,"vertical health services",0,0,0,0,0,0,0,0,0,Yes,Yes,No,No,"",0,"",0,No
445207,"WEXFORD HOUSE",KINGSPORT,TN,37660,2024-03-20,12,61,8,81,"SNF/NF Dual Certification",No,"For Profit - Corporation",Yes,Abava,0,0,0,0,0,0,0,0,0,Yes,Yes,No,No,"",0,"",0,No
445209,"SPRING CITY CARE AND REHABILITATION CENTER","SPRING CITY",TN,37381,2023-03-01,6,51,27,84,"SNF/NF Dual Certification",No,"For Profit - LLC",Yes,"Signature Health Care",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,Yes
445210,"HUNTINGDON HEALTH & REHABILITATION CENTER",HUNTINGDON,TN,38344,2024-07-18,7,53,21,81,"SNF/NF - Medicare/Medicaid",No,"For Profit - LLC",No,"",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
445214,"MOUNTAIN CITY CARE & REHABILITATION CENTER","MOUNTAIN CITY",TN,37683,2022-10-19,4,59,7,70,"SNF/NF Dual Certification",No,"For Profit - LLC",Yes,"Signature Healthcare",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,Yes
445215,"HERITAGE CENTER, THE",MORRISTOWN,TN,37814,2025-06-04,30,57,23,110,"SNF/NF Dual Certification",No,"For Profit - Corporation",Yes,"Life Care Centers of America",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
445216,"WILLOW BRANCH HEALTH AND REHABILITATION","MC MINNVILLE",TN,37110,2025-04-30,17,32,19,68,"SNF/NF Dual Certification",No,"For Profit - LLC",No,"",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
445217,"SIGNATURE HEALTHCARE OF ELIZABETHON REHAB & WELLNE",ELIZABETHTON,TN,37643,2025-05-07,12,53,5,70,"SNF/NF Dual Certification",No,"For Profit - LLC",Yes,"signature healthcare",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
445218,"CORDOVA WELLNESS AND REHABILITATION CENTER",CORDOVA,TN,38018,2022-06-23,14,94,25,133,"SNF/NF Dual Certification",No,"For Profit - LLC",Yes,"Ahava Healthcare",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
445220,"SPRING GATE REHAB & HEALTHCARE CENTER",MEMPHIS,TN,38135,2024-10-16,9,95,34,138,"SNF/NF Dual Certification",No,"For Profit - LLC",No,"",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
445221,"THE KINGS DAUGHTERS AND SONS",BARTLETT,TN,38133,2023-10-05,22,42,24,88,"SNF/NF Dual Certification",No,"Non-Profit - Nonprofit Corporation",No,"",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
445222,"SOUTHERN TENN MEDICAL CENTER SNF",WINCHESTER,TN,37398,2022-07-13,12,0,6,18,"SNF/NF - Medicare/Medicaid",No,"For Profit - Individual",Yes,"Highpoint with Ascension of St. Thomas",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
445223,"RENAISSANCE TERRACE",HARRIMAN,TN,37748,2023-09-20,0,38,2,40,"SNF/NF Dual Certification",No,"For Profit - Corporation",Yes,"Community Elder Care Service",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
