Provider Number,Medicare Census,Medicaid Census,Other Census,Total Residents,Hospital Based,Ownership Type,Number of AIDS Beds,Number of Alzheimer's Disease Beds,Number of Dialysis Beds,Number of Disabled Children/Young Adult Beds,Number of Head Trauma Beds,Number of Hospice Beds,Number of Huntington's Disease Beds,Number of Ventilator Beds,Number of Other Specialized Rehab Beds,Overall Rating,Latitude,Longitude,low_rated
43A098,0,27,35,62,No,Non-Profit - Nonprofit Corporation,0,0,0,0,0,0,0,0,0,2.0,42.7777,-96.919,1
43A103,0,19,12,31,No,Non-Profit - Nonprofit Corporation,0,0,0,0,0,0,0,0,0,2.0,43.8358,-101.51,1
43A113,0,16,18,34,No,Non-Profit - Nonprofit Corporation,0,0,0,0,0,0,0,0,0,1.0,45.0135,-99.948,1
43A135,0,7,24,31,No,Non-Profit - Nonprofit Corporation,0,0,0,0,0,0,0,0,0,3.0,44.8696,-98.521,0
43A136,0,24,33,57,No,Government - State,0,0,0,0,0,0,0,0,0,2.0,43.438,-103.49,1
43A137,0,20,28,48,No,Non-Profit - Nonprofit Corporation,0,0,0,0,0,0,0,0,0,3.0,43.3989,-97.99,0
43A138,0,28,0,28,No,Non-Profit - Other Nonprofit,0,0,0,0,0,0,0,0,0,4.0,44.9949,-101.24,0
43A139,0,23,0,23,No,Non-Profit - Other Nonprofit,0,0,0,0,0,0,0,0,0,3.0,44.04,-96.603,0
43A140,0,19,12,31,No,Non-Profit - Nonprofit Corporation,0,0,0,0,0,0,0,0,0,1.0,43.7722,-103.59,1
445002,6,42,7,55,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,4.0,35.4498,-86.809,0
445004,16,105,53,174,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,5.0,36.0849,-87.381,0
445008,36,3,0,39,Yes,Non-Profit - Nonprofit Corporation,0,0,0,0,0,0,0,0,0,2.0,35.045,-85.296,1
445013,6,144,26,176,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,4.0,35.0397,-85.26,0
445017,8,58,18,84,No,Non-Profit - Nonprofit Corporation,0,0,0,0,0,0,0,0,0,2.0,35.7657,-83.925,1
445024,21,85,49,155,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,5.0,36.3651,-82.381,0
445030,34,0,57,91,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,5.0,35.5902,-87.097,0
445069,1,64,27,92,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,4.0,35.8989,-88.756,0
445071,11,31,19,61,Yes,Non-Profit - Nonprofit Corporation,0,0,0,0,0,0,0,0,0,5.0,36.4538,-83.573,0
445076,24,69,18,111,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,5.0,35.7015,-85.788,0
445077,2,30,14,46,No,For Profit - Individual,0,0,0,0,0,0,0,0,0,4.0,36.1329,-82.413,0
445088,10,53,31,94,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,1.0,36.5063,-86.878,1
445094,19,51,17,87,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,2.0,35.4539,-86.816,1
445098,7,82,13,102,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,3.0,35.9909,-83.928,0
445099,6,45,19,70,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,4.0,35.4423,-84.607,0
445101,14,46,26,86,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,3.0,35.1936,-87.014,0
445105,20,81,20,121,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,1.0,35.9414,-84.041,1
445107,10,96,18,124,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,3.0,35.9579,-83.94,0
445108,15,102,39,156,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,4.0,35.8483,-86.381,0
445109,8,64,23,95,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,4.0,35.6003,-87.08,0
445110,18,52,24,94,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,5.0,36.1477,-85.51,0
445111,71,265,41,377,No,For Profit - LLC,0,0,0,0,0,0,0,60,0,5.0,35.0545,-85.138,0
445112,31,30,161,222,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,3.0,36.1446,-86.75,0
445114,13,82,50,145,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,1.0,35.9263,-83.992,1
445115,14,45,2,61,Yes,For Profit - Corporation,0,0,0,0,0,0,0,0,0,3.0,36.3383,-84.07,0
445116,7,66,9,82,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,3.0,35.9492,-85.82,0
445117,28,12,16,56,No,For Profit - Individual,0,0,0,0,0,0,0,0,0,5.0,35.2736,-87.341,0
445119,9,53,7,69,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,5.0,35.246,-89.363,0
445123,13,31,42,86,No,Non-Profit - Nonprofit Corporation,0,0,0,0,0,0,0,0,0,1.0,35.1235,-85.364,1
445124,6,62,26,94,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,3.0,36.3886,-86.435,0
445126,6,43,41,90,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,4.0,35.3797,-85.393,0
445127,74,0,0,74,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,2.0,35.9099,-86.878,1
445128,13,33,50,96,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,4.0,36.0216,-84.238,0
445130,15,53,21,89,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,3.0,35.925,-85.46,0
445131,11,103,48,162,No,Non-Profit - Other Nonprofit,0,0,0,0,0,0,0,0,0,2.0,36.0491,-83.919,1
445132,23,45,12,80,No,Non-Profit - Nonprofit Corporation,0,0,0,0,0,0,0,0,0,3.0,35.8734,-83.544,0
445133,15,0,2,17,No,Non-Profit - Nonprofit Corporation,0,0,0,0,0,0,0,0,0,5.0,35.1372,-89.945,0
445135,6,49,35,90,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,3.0,36.1214,-84.121,0
445136,17,81,29,127,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,2.0,36.1856,-85.451,1
445138,8,39,13,60,No,For Profit - Individual,0,0,0,0,0,0,0,0,0,4.0,36.4142,-89.036,0
445140,13,38,27,78,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,4.0,35.0975,-89.863,0
445141,16,76,17,109,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,4.0,35.1909,-84.873,0
445143,6,75,10,91,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,5.0,35.8752,-84.667,0
445145,1,68,10,79,No,For Profit - LLC,0,24,0,0,0,0,0,0,0,4.0,35.1822,-86.083,0
445146,8,45,4,57,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,1.0,35.9156,-86.882,1
445150,12,114,21,147,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,1.0,35.1407,-89.996,1
445154,17,187,65,269,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,3.0,36.199,-86.276,0
445155,3,33,11,47,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,3.0,36.4865,-87.834,0
445156,9,61,20,90,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,2.0,36.4495,-83.59,1
445157,12,61,18,91,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,1.0,35.9165,-86.877,1
445159,31,87,48,166,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,2.0,36.0508,-86.717,1
445160,9,63,18,90,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,2.0,35.9777,-86.509,1
445162,2,58,5,65,No,For Profit - Individual,0,0,0,0,0,0,0,0,0,3.0,36.341,-82.375,0
445165,11,119,16,146,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,2.0,35.1212,-89.943,1
445166,40,0,63,103,No,Non-Profit - Other Nonprofit,0,0,0,0,0,0,0,0,0,3.0,36.1281,-86.817,0
445167,9,43,26,78,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,3.0,35.9387,-85.036,0
445170,1,58,12,71,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,1.0,36.0511,-86.647,1
445171,8,49,12,69,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,2.0,35.4949,-86.472,1
445172,8,48,28,84,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,4.0,36.2624,-85.994,0
445173,14,54,15,83,No,Non-Profit - Nonprofit Corporation,0,0,0,0,0,0,0,0,0,2.0,35.1627,-86.52,1
445174,3,53,11,67,No,For Profit - LLC,0,1,0,0,3,9,0,0,0,1.0,36.558,-82.543,1
445180,11,46,28,85,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,5.0,35.2483,-87.339,0
445183,25,146,22,193,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,3.0,36.3946,-86.447,0
445187,30,0,26,56,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,3.0,35.6355,-88.828,0
445189,7,0,27,34,No,Non-Profit - Nonprofit Corporation,0,0,0,0,0,0,0,0,0,5.0,35.052,-89.844,0
445191,9,68,17,94,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,2.0,36.3217,-86.62,1
445197,22,57,68,147,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,1.0,35.0664,-89.839,1
445203,7,50,28,85,No,For Profit - Partnership,0,0,0,0,0,0,0,60,0,4.0,36.0898,-86.89,0
445205,7,46,20,73,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,2.0,35.0372,-85.109,1
445207,12,61,8,81,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,2.0,36.5549,-82.507,1
445209,6,51,27,84,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,2.0,35.6786,-84.868,1
445210,7,53,21,81,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,1.0,36.022,-88.409,1
445214,4,59,7,70,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,4.0,36.4868,-81.813,0
445215,30,57,23,110,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,3.0,36.2177,-83.308,0
445216,17,32,19,68,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,3.0,35.7039,-85.756,0
445217,12,53,5,70,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,5.0,36.3362,-82.211,0
445218,14,94,25,133,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,2.0,35.1527,-89.795,1
445220,9,95,34,138,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,1.0,35.2321,-89.89,1
445221,22,42,24,88,No,Non-Profit - Nonprofit Corporation,0,0,0,0,0,0,0,0,0,3.0,35.2227,-89.808,0
445222,12,0,6,18,No,For Profit - Individual,0,0,0,0,0,0,0,0,0,2.0,35.1769,-86.088,1
445223,0,38,2,40,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,1.0,35.885,-84.618,1
445224,12,38,47,97,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,4.0,36.2967,-88.309,0
445228,14,58,20,92,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,3.0,36.1592,-82.82,0
445232,9,78,22,109,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,4.0,35.269,-89.001,0
445236,10,66,22,98,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,4.0,35.6149,-87.066,0
445237,1,52,46,99,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,1.0,36.5222,-82.733,1
445238,19,30,23,72,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,5.0,35.3808,-86.229,0
445239,6,62,12,80,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,2.0,36.1003,-84.595,1
445240,5,58,22,85,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,3.0,35.1068,-85.32,0
445241,3,71,22,96,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,4.0,35.16,-89.858,0
445242,2,60,33,95,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,1.0,36.4773,-82.418,1
445244,6,53,37,96,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,4.0,35.1824,-84.873,0
445245,15,72,8,95,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,1.0,35.7276,-83.976,1
445246,8,76,58,142,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,2.0,36.1115,-83.508,1
445249,8,58,25,91,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,5.0,36.3337,-88.869,0
445251,10,47,0,57,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,2.0,36.1025,-87.783,1
445252,7,45,16,68,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,4.0,35.7838,-87.468,0
445253,2,57,38,97,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,1.0,35.7261,-84.331,1
445254,4,26,5,35,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,1.0,36.5283,-84.493,1
445256,4,34,15,53,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,1.0,36.3897,-86.146,1
445259,6,75,9,90,No,For Profit - Corporation,0,22,0,0,0,0,0,0,0,1.0,36.2139,-84.144,1
445260,11,45,43,99,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,1.0,36.0192,-84.227,1
445262,2,83,19,104,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,2.0,36.2078,-86.859,1
445263,4,73,14,91,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,1.0,36.5807,-83.64,1
445264,6,14,7,27,Yes,Government - Federal,0,0,0,0,0,0,0,0,0,2.0,36.1474,-82.822,1
445267,17,72,30,119,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,2.0,36.1049,-86.82,1
445268,14,26,8,48,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,5.0,36.2116,-86.308,0
445270,12,17,75,104,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,1.0,35.9098,-86.377,1
445272,7,31,14,52,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,3.0,36.3849,-85.637,0
445274,6,34,16,56,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,1.0,36.0556,-88.109,1
445275,10,51,29,90,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,3.0,36.1174,-83.508,0
445276,28,104,21,153,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,3.0,36.3527,-84.155,0
445277,13,51,0,64,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,4.0,35.3624,-84.514,0
445279,12,32,16,60,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,5.0,35.3001,-86.365,0
445280,7,63,15,85,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,2.0,35.2985,-87.35,1
445281,3,60,21,84,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,3.0,36.2418,-86.802,0
445283,8,44,25,77,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,2.0,35.2361,-89.792,1
445284,1,62,11,74,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,4.0,36.2556,-83.777,0
445285,5,42,1,48,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,1.0,36.3699,-89.472,1
445286,1,45,25,71,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,2.0,35.7491,-83.97,1
445288,3,62,11,76,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,1.0,36.4101,-84.482,1
445291,4,54,15,73,No,For Profit - Individual,0,0,0,0,0,0,0,0,0,1.0,36.1254,-82.428,1
445292,2,61,38,101,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,1.0,36.5731,-84.127,1
445293,61,33,40,134,No,Non-Profit - Nonprofit Corporation,0,0,0,0,0,0,0,0,0,2.0,35.1273,-89.759,1
445294,5,74,37,116,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,4.0,35.0628,-85.074,0
445295,23,82,23,128,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,1.0,36.5326,-82.505,1
445297,6,47,19,72,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,2.0,36.0015,-83.926,1
445298,10,61,23,94,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,5.0,35.4424,-84.608,0
445300,7,69,2,78,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,4.0,36.2808,-83.527,0
445302,9,71,17,97,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,3.0,36.3423,-82.226,0
445303,14,66,9,89,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,3.0,36.1903,-84.057,0
445304,5,48,19,72,No,Non-Profit - Nonprofit Corporation,0,0,0,0,0,0,0,0,0,3.0,35.9584,-85.022,0
445306,5,54,7,66,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,1.0,36.5197,-86.497,1
445308,9,20,20,49,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,5.0,35.9705,-88.93,0
445310,4,17,8,29,No,Non-Profit - Other Nonprofit,0,0,0,0,0,0,0,0,0,1.0,34.9871,-84.373,1
445314,8,48,24,80,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,5.0,36.2078,-83.335,0
445316,2,35,15,52,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,3.0,36.2796,-87.068,0
445318,3,43,18,64,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,2.0,36.2287,-87.047,1
445319,7,34,14,55,No,Non-Profit - Other Nonprofit,0,0,0,0,0,0,0,0,0,3.0,35.177,-86.094,0
445320,7,37,6,50,No,Non-Profit - Nonprofit Corporation,0,0,0,0,0,0,0,0,0,4.0,35.1559,-86.554,0
445321,5,18,14,37,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,3.0,35.0019,-86.864,0
445322,22,41,11,74,No,Non-Profit - Nonprofit Corporation,0,0,0,0,0,0,0,0,0,5.0,35.6008,-84.461,0
445326,11,42,4,57,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,4.0,36.0378,-88.251,0
445327,5,49,10,64,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,2.0,36.2642,-89.487,1
445328,17,0,0,17,Yes,Non-Profit - Nonprofit Corporation,0,0,0,0,0,0,0,0,0,5.0,35.9572,-83.936,0
445329,2,50,2,54,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,1.0,36.5346,-85.85,1
445330,14,37,23,74,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,3.0,35.5564,-89.661,0
445331,13,107,38,158,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,1.0,35.0232,-90.022,1
445333,2,26,5,33,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,2.0,35.6561,-88.398,1
445335,2,32,5,39,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,2.0,36.0477,-89.379,1
445342,11,62,20,93,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,4.0,36.5608,-86.258,0
445343,10,60,11,81,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,2.0,35.0012,-85.709,1
445344,19,44,18,81,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,5.0,35.9846,-83.86,0
445351,7,74,18,99,No,For Profit - Partnership,0,28,0,0,0,0,0,0,0,5.0,36.1712,-82.844,0
445354,1,29,4,34,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,1.0,35.7412,-89.54,1
445356,11,0,28,39,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,5.0,36.3515,-82.371,0
445357,4,39,3,46,No,For Profit - Individual,0,0,0,0,0,0,0,0,0,2.0,36.1145,-88.527,1
445358,3,56,39,98,No,For Profit - Individual,0,0,0,0,0,0,0,0,0,4.0,36.3076,-82.398,0
445359,5,53,13,71,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,5.0,36.3526,-83.019,0
445362,10,50,15,75,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,2.0,36.432,-84.944,1
445363,15,50,13,78,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,4.0,36.1515,-85.27,0
445366,9,29,75,113,No,Government - State,0,0,0,0,0,0,0,0,0,4.0,35.8174,-88.899,0
445367,1,42,2,45,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,4.0,36.2771,-88.688,0
445369,7,56,24,87,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,4.0,35.1994,-84.885,0
445372,12,17,10,39,Yes,Government - County,0,0,0,0,0,0,0,0,0,1.0,35.2272,-88.231,1
445373,11,27,17,55,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,2.0,35.8713,-86.382,1
445374,3,27,31,61,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,3.0,35.5429,-87.218,0
445377,15,103,16,134,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,1.0,36.3118,-87.709,1
445378,15,0,47,62,No,Non-Profit - Nonprofit Corporation,0,0,0,0,0,0,0,0,0,4.0,36.0953,-86.82,0
445380,27,25,31,83,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,4.0,35.1518,-85.226,0
445381,5,52,15,72,No,For Profit - Individual,0,0,0,0,0,0,0,0,0,1.0,36.4131,-89.039,1
445382,4,49,21,74,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,1.0,35.7853,-83.563,1
445383,3,39,11,53,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,1.0,35.4681,-86.085,1
445388,0,66,0,66,No,Non-Profit - Nonprofit Corporation,0,0,0,0,0,0,0,0,0,3.0,35.7516,-85.464,0
445390,3,46,10,59,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,3.0,36.5723,-85.136,0
445391,11,24,81,116,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,4.0,35.4975,-86.077,0
445392,30,0,8,38,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,5.0,35.8773,-86.385,0
445393,1,52,15,68,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,2.0,35.2425,-85.828,1
445396,2,53,18,73,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,5.0,36.1875,-82.032,0
445397,9,62,4,75,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,4.0,35.2307,-88.383,0
445401,18,54,6,78,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,1.0,35.6857,-88.851,1
445402,5,90,8,103,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,1.0,36.5144,-87.268,1
445404,27,0,45,72,Yes,Non-Profit - Nonprofit Corporation,0,0,0,0,0,0,0,0,0,2.0,35.7558,-83.937,1
445406,6,68,24,98,No,Non-Profit - Nonprofit Corporation,0,0,0,0,0,0,0,0,0,1.0,35.7661,-86.382,1
445408,23,41,34,98,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,4.0,35.2326,-85.175,0
445410,7,11,20,38,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,1.0,36.5191,-86.023,1
445411,8,40,14,62,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,2.0,35.1688,-89.816,1
445412,23,57,25,105,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,1.0,35.6807,-88.83,1
445413,5,40,8,53,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,2.0,35.617,-88.784,1
445415,33,0,58,91,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,3.0,35.8564,-84.128,0
445419,18,49,22,89,No,Government - County,0,0,0,0,0,0,0,0,0,4.0,36.3839,-85.331,0
445421,0,60,9,69,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,5.0,35.9521,-85.486,0
445422,0,48,8,56,No,For Profit - Individual,0,0,0,0,0,0,0,0,0,1.0,35.3467,-84.524,1
445423,8,40,12,60,No,For Profit - Individual,0,0,0,0,0,0,0,0,0,3.0,36.3375,-88.871,0
445424,5,35,18,58,No,For Profit - LLC,0,18,0,0,0,0,0,0,0,4.0,36.1314,-82.414,0
445425,17,42,7,66,No,For Profit - Partnership,0,0,0,0,0,0,0,0,0,1.0,35.3436,-89.894,1
445426,10,32,26,68,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,1.0,35.1172,-89.893,1
445427,11,42,30,83,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,2.0,36.1525,-85.472,1
445428,6,74,11,91,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,1.0,35.1824,-90.045,1
445429,17,42,13,72,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,4.0,36.1382,-88.491,0
445430,14,49,72,135,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,1.0,35.5777,-87.349,1
445431,5,44,20,69,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,2.0,35.6415,-88.377,1
445433,3,27,64,94,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,2.0,36.5202,-87.309,1
445435,11,58,11,80,No,Non-Profit - Other Nonprofit,0,0,0,0,0,0,0,0,0,2.0,35.8266,-86.069,1
445437,3,40,8,51,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,2.0,36.293,-88.743,1
445439,13,67,11,91,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,1.0,36.207,-86.517,1
445440,4,47,39,90,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,1.0,35.3243,-89.623,1
445442,10,63,3,76,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,3.0,35.668,-89.354,0
445443,4,24,9,37,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,4.0,35.1921,-87.006,0
445444,9,62,34,105,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,4.0,35.2009,-88.239,0
445445,12,39,10,61,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,4.0,36.5427,-85.505,0
445446,28,48,0,76,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,2.0,36.0505,-89.382,1
445447,1,0,35,36,No,Non-Profit - Nonprofit Corporation,0,0,0,0,0,0,0,0,0,3.0,35.6284,-88.799,0
445448,33,47,11,91,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,1.0,36.4928,-87.233,1
445449,8,33,11,52,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,2.0,35.5814,-88.128,1
445451,11,52,16,79,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,4.0,35.6399,-88.121,0
445452,8,58,11,77,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,5.0,35.1624,-88.569,0
445453,14,62,14,90,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,3.0,35.6342,-88.828,0
445454,9,38,8,55,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,2.0,35.8376,-88.912,1
445455,12,62,21,95,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,1.0,36.5727,-87.272,1
445456,1,38,25,64,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,2.0,35.5801,-84.485,1
445457,7,26,23,56,No,Non-Profit - Nonprofit Corporation,0,0,0,0,0,0,0,0,0,3.0,35.5045,-84.374,0
445458,2,44,15,61,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,2.0,36.2898,-82.491,1
445459,9,11,10,30,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,5.0,36.5313,-83.215,0
445460,24,49,6,79,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,2.0,36.3086,-86.717,1
445461,15,76,3,94,No,For Profit - Individual,0,0,0,0,0,0,0,0,0,1.0,35.5339,-89.678,1
445462,11,49,35,95,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,2.0,36.2909,-88.303,1
445463,11,47,24,82,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,1.0,35.73,-89.068,1
445464,12,31,26,69,No,Government - Federal,0,0,0,0,0,0,0,0,0,4.0,36.3319,-82.241,0
445465,8,46,22,76,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,1.0,35.599,-87.074,1
445467,6,48,9,63,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,1.0,35.7853,-89.128,1
